,mitigation,tRH,trace,ipc_0,ipc_1,ipc_2,ipc_3,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2,insn_3,aipc_0,aipc_1,aipc_2,aipc_3,soa_0,aos_0,soa_1,aos_1,soa_2,aos_2,soa_3,aos_3,weighted_speedup,harmonic_speedup,max_slowdown,min_insn,weighted_speedup_base,harmonic_speedup_base,max_slowdown_base,total_energy_base,norm_weighted_speedup,norm_harmonic_speedup,norm_max_slowdown,norm_energy
14,Graphene,1024,Mix4,0.1630235253688005,0.177067484078167,0.162686766559875,0.1758186114549342,12421,0,0,0,0,0,0,23088425.398875,100000001,100000000,100000002,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.4442331713917967,2.2510700785062228,0.41171439590641634,2.4288681910148764,0.4433155158979367,2.2557297548552917,0.4088105378642962,2.4461208980184064,1.708073621060446,0.42635791884549873,0.5911894621357038,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9954635849721002,0.9955245119239117,1.0029503725693756,1.0044084778239633
15,Graphene,512,Mix4,0.1614606380325719,0.1758597945829221,0.161193316601618,0.1752097599419366,32479,0,0,0,0,0,0,23229870.344937503,100000000,100000000,100000003,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.4399743603010032,2.272859716906826,0.4089062961947958,2.445548061513872,0.4392459191340919,2.2766290053903098,0.40739484636014717,2.4546211345932814,1.6955214219900379,0.42329574620998106,0.5926051536398529,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9881481760038647,0.9883744912871303,1.005352087099943,1.0105617126382114
16,Graphene,256,Mix4,0.1561973164517191,0.1726394021436734,0.1563725421208194,0.1729675867062253,112034,0,0,0,0,0,0,23759477.6739375,100000001,100000000,100000003,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.425632000616242,2.3494474065675788,0.4014182927671221,2.491166989692066,0.4261094841850557,2.3468146969610952,0.4021813821034862,2.486440309021286,1.6553411596719059,0.4134850113929547,0.5985817072328778,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9647311596181808,0.9654669139709122,1.0154912844921815,1.0336010529992574
17,Graphene,128,Mix4,0.1477651937425258,0.1666199494875294,0.1476178424810525,0.1668035300751168,262975,0,0,0,0,0,0,24703917.114250004,100000000,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.4026547732240867,2.483517063495673,0.3874219606516358,2.5811649869254194,0.4022532464012261,2.48599609561026,0.387848819208486,2.578324209006952,1.5801787994854348,0.3949056244428994,0.6125780393483642,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9209266118494867,0.9220849705197766,1.0392360015565218,1.074686703677169
18,Graphene,64,Mix4,0.1339738641642206,0.1530618104978704,0.1341104598838504,0.1529658948953959,556207,0,0,0,0,0,0,26646873.361937504,100000000,100000000,100000003,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.36507390222758385,2.739171422274411,0.3558967993110113,2.8098032967307454,0.3654461205905005,2.736381490065253,0.3556737779328267,2.8115651533604544,1.4420906000619225,0.36046033574160335,0.6443262220671733,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.8404489483895652,0.841656936450912,1.0930966566013525,1.159210515652387
19,Graphene,32,Mix4,0.1133295416517856,0.1327774760092444,0.1133313165345769,0.1328141065007552,1155091,0,0,0,0,0,0,30095817.2218125,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.30881887498420174,3.2381440417175185,0.3087319990438904,3.2390552424008257,0.3088237114751894,3.238093329113879,0.3088171716590809,3.238161902162459,1.2351917571623625,0.30879793457769544,0.6912680009561096,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.7198685112585789,0.721027802030744,1.172733182015131,1.3092488310658819
20,Graphene,20,Mix4,0.095850585080592,0.1134515706239975,0.095816363089834,0.1162578463568552,1874665,0,0,0,0,0,0,34240447.66212501,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.2611893546884344,3.828639958136397,0.2637957223330351,3.790812038784793,0.26109610100954744,3.8300074039153627,0.27032082841965177,3.6993079883862254,1.0564020064506687,0.26404788569436366,0.7389038989904526,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.6156700247265792,0.6165386660161417,1.2535472775651872,1.4895513800608422
21,Hydra,1024,Mix4,0.1600636113913704,0.1738210483105706,0.1599951727536438,0.1736860551362109,14832,0,0,0,0,0,0,23212367.8401875,100000001,100000000,100000000,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.4361675135656268,2.2926971149802005,0.40416583696086267,2.474231883425701,0.43598102076948436,2.2936778262389743,0.403851953056529,2.476154918730888,1.6801663243525027,0.41942958287475307,0.596148046943471,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9791992405754448,0.9793471923976362,1.0113625903081713,1.0098003067021049
22,Hydra,512,Mix4,0.154996195548708,0.1693485249459818,0.1551369670293209,0.1694229154604319,47266,0,0,0,0,0,0,23823190.9198125,100000002,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.42235898988504533,2.3676541140326455,0.3937663993407058,2.539576768546855,0.42274258704461304,2.36550570168713,0.3939393709389495,2.5384616866715115,1.6328073472093139,0.4076973973554733,0.6062336006592942,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9515984764243649,0.9519531233616763,1.0284726886856208,1.0363727502112143
23,Hydra,256,Mix4,0.140146485055381,0.1543163695940753,0.1403143864186013,0.1566594124846858,120905,0,0,0,0,0,0,25612493.815812506,100000002,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3818940694278462,2.618527178225628,0.358813879446373,2.7869601965869784,0.38235159452979467,2.615393826799054,0.3642618841622737,2.7452776243657535,1.4873214275662874,0.3715345523557104,0.641186120553627,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.8668094290758696,0.8675146808539043,1.0877694879276423,1.1142122289582121
24,Hydra,128,Mix4,0.1227246885692894,0.1366896954038676,0.1227859043354892,0.136796464418771,289584,0,0,0,0,0,0,28432940.8443125,100000000,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3344203082829404,2.990249022657852,0.31782862710689275,3.146349682540327,0.3345871190171371,2.988758213219742,0.31807688466079276,3.1438939710014817,1.304912939067763,0.3260182741433275,0.6821713728931073,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.7605019458086378,0.7612364375069205,1.1573007917422153,1.236909245222337
25,Hydra,64,Mix4,0.1110165258954559,0.125686891430356,0.1108301652650975,0.1255478695596203,607259,0,0,0,0,0,0,30685970.865625,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3025159912587453,3.305610377286432,0.29224508863389304,3.421785476958826,0.30200816532589664,3.311168752410721,0.2919218372711388,3.4255744940081128,1.1886910824896737,0.2970854631027028,0.7080781627288613,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.6927679649223164,0.693679764306622,1.2012515489562905,1.334922098637124
26,Hydra,32,Mix4,0.0923750428512808,0.1068536464147167,0.0922399274658431,0.1062441379796869,1263692,0,0,0,0,0,0,35405941.28075001,100000001,100000000,100000002,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.251718628648495,3.97268968677094,0.2484543376954064,4.024884448690745,0.2513504441423568,3.9785089833922562,0.24703711872697412,4.047974673414168,0.9985605292132324,0.24962466135950098,0.7529628812730259,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.5819600700847454,0.5828611553340041,1.277398280367765,1.5402534808396038
27,Hydra,20,Mix4,0.0786281277968172,0.0907833853012533,0.0786531434545831,0.0907890932313207,2044242,0,0,0,0,0,0,40230448.50643751,100000001,100000000,100000003,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.21425878561244976,4.66725318703521,0.2110880313922844,4.737360017070828,0.21432695236911053,4.665768765646495,0.21110130337721045,4.737062178214649,0.8507750727510552,0.21268174285299385,0.7889119686077156,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.49583085499550245,0.4966012800282458,1.3383857519739146,1.7501324948948287
28,PARA,1024,Mix4,0.1308898515052032,0.1492907376204537,0.1306926464683503,0.1517659325313953,641855,0,0,0,0,0,0,27023313.748937506,100000001,100000000,100000002,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3566700800121801,2.803711485880314,0.347128362803723,2.88077871806007,0.356132703466449,2.807942068409927,0.3528836452194323,2.833795256728812,1.4128147915017846,0.3531626033231578,0.652871637196277,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.8233870366646253,0.8246170946116966,1.1075939165094246,1.1755866829122195
29,PARA,512,Mix4,0.1103271763492245,0.129669722283101,0.1102151147728392,0.1296689168861571,1266909,0,0,0,0,0,0,30819435.548125006,100000002,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.30063753884258576,3.326264590409654,0.30150590129564325,3.316684667539706,0.3003321751267896,3.329646580749583,0.3015040285999422,3.316705268064175,1.2039796438649608,0.30099400772583457,0.6996678248732104,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.7016781230841529,0.7028060213931854,1.1869834470600102,1.3407281705661183
30,PARA,256,Mix4,0.0855603351469138,0.1012093936539254,0.0855602076959646,0.1012164888943947,2457002,0,0,0,0,0,0,37556980.439062506,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.23314879825885948,4.289106388143267,0.23533041419329995,4.24934449475197,0.23314845095966305,4.289112777219394,0.2353469119295096,4.249046617189169,0.9369745753413321,0.23423852480350416,0.7668515490403369,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.5460678382339973,0.5469352925594135,1.3009603453298082,1.6338294579543389
31,PARA,128,Mix4,0.0603108988689114,0.0711214768672243,0.0603323351626109,0.0706432899703084,4648511,0,0,0,0,0,0,50248984.22006251,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.16434500366383267,6.084760581133928,0.16537048592973116,6.047028249193859,0.1644034167837273,6.082598644014193,0.1642586136375424,6.087960794595696,0.6583775200148336,0.16459314777875378,0.8357413863624576,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.383701755157434,0.38431680488580666,1.417831657208173,2.185965689766464
32,PARA,64,Mix4,0.039214604835678,0.0443188908584898,0.0391849127263072,0.0441688790092568,8414989,0,0,0,0,0,0,73085363.7931875,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.10685837048131491,9.358181258948342,0.10304955464883915,9.704069109349275,0.10677746056428752,9.365272359122363,0.10270074956919785,9.737027277743662,0.41938613526363944,0.10480930600410071,0.8972992504308022,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.2444178169779033,0.24472451101025877,1.5222643080860896,3.1794094976395786
33,PARA,32,Mix4,0.0256115741894831,0.0276268283103108,0.025631741042509,0.0279238011772736,13855396,0,0,0,0,0,0,107485161.38462502,100000001,100000000,100000002,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.06979060721936636,14.328575718746686,0.06423744589700413,15.567244090049314,0.06984556115964229,14.317302107636493,0.06492796231315318,15.401684642079378,0.268801576589166,0.06709742479955888,0.9357625541029959,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.1566572879402453,0.1566691460916381,1.5875171368643886,4.6758930273458414
34,PARA,20,Mix4,0.0203586794387828,0.0212451858629253,0.0203503158153167,0.0212673905166938,17870822,0,0,0,0,0,0,133268148.15050004,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.05547666026715854,18.025598426154485,0.049398956047810895,20.243342774939368,0.05545386969770995,18.033006631479434,0.04945058594282071,20.2222072991469,0.20978007195550008,0.05227107693139302,0.9506010439521891,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.12225961452111035,0.12205036203096584,1.6126905708915313,5.7975221572617235
35,PRAC-4,1024,Mix4,0.1450582164237495,0.1694821208895664,0.1452962230568298,0.168026349327533,0,0,0,0,0,0,0,27057009.052625,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3952783585840203,2.529862761984325,0.3940770344270676,2.53757492225818,0.3959269179939972,2.525718647942905,0.39069209838214286,2.559560339564079,1.575974409387228,0.3939832194007962,0.6093079016178571,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9184762975374,0.9199312006734877,1.0336882270016154,1.1770525190661314
36,PRAC-4,512,Mix4,0.1448523423110945,0.1694223835746788,0.1453012837490344,0.167787017214104,0,0,0,0,0,0,0,27076175.860625006,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3947173591223456,2.533458376959911,0.39393813420696183,2.5384696559349433,0.39594070819600885,2.5256306797960115,0.39013560729619096,2.563211307295004,1.5747318088215074,0.3936709513287028,0.609864392703809,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9177521111799801,0.9192020702731376,1.0346323117286513,1.1778863266608655
37,PRAC-4,256,Mix4,0.144637044030313,0.168694133131652,0.144939139701964,0.1679735998177607,0,0,0,0,0,0,0,27068925.573250003,100000001,100000000,100000003,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.39413067914563427,2.5372295355634886,0.39224481827840324,2.549428197392351,0.3949538788524108,2.5319412051493924,0.3905694460913322,2.560364129881671,1.5718988223677806,0.39296733599320166,0.6094305539086677,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9161010495298075,0.9175591634981124,1.0338963060839466,1.1775709196991386
38,PRAC-4,128,Mix4,0.1436817380827775,0.16661160347552,0.1436462968194773,0.1694162434495018,0,0,0,0,0,0,0,27140297.806500006,100000002,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3915275052186622,2.554098975604575,0.38740255464205386,2.581294284246433,0.391430929066488,2.5547291379985486,0.3939238572890896,2.5385616572751224,1.5642848462162937,0.39105714659315904,0.6125974453579461,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9116636319020208,0.9130989663583268,1.0392689237680748,1.1806758034198372
39,PRAC-4,64,Mix4,0.1405447423648774,0.1633779606277772,0.1407204557413161,0.16355070437126,0,0,0,0,0,0,0,27502797.005000006,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3829793060967706,2.611107138377136,0.37988374158291643,2.6323843074545796,0.38345811865032525,2.607846727876684,0.3802854024884457,2.629603959174802,1.526606568818458,0.3816450801164419,0.6201162584170836,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.8897047698064066,0.8911222597668287,1.0520245576924332,1.1964454915595721
40,PRAC-4,32,Mix4,0.1028961016080554,0.1189971411686516,0.1031564365239851,0.1210943037935787,0,0,0,0,0,0,0,32391803.184125006,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.28038813071789315,3.566484777510535,0.2766901915724623,3.6141505209016795,0.2810975338857233,3.5574840738607745,0.2815664795467027,3.5515591259652504,1.1197423357227816,0.279922322989503,0.7233098084275378,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.6525847047925266,0.6536046867038847,1.227091970186305,1.4091303832146853
41,PRAC-4,20,Mix4,0.012196408087699,0.0137436278382478,0.012160211034137,0.013724006153364,0,0,0,0,0,0,0,168175894.42443752,100000003,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.03323476800130586,30.088971885126682,0.031956456954507016,31.292580445435267,0.03313613234818458,30.178537117497566,0.03191083293618057,31.337320526854626,0.13023819024017802,0.03254747191837876,0.9680891670638194,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.07590268601904601,0.07599672637402761,1.6423590963198866,7.3161028180710606
42,PRAC-2,1024,Mix4,0.1450519047638636,0.1693981531617061,0.1453227291532694,0.1677562336182368,0,0,0,0,0,0,0,27063038.51375,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.39526115954062135,2.5299728441879172,0.39388179405003493,2.53883275415611,0.39599914614178106,2.525257970233012,0.3900640297863942,2.5636816615662235,1.5752061295188315,0.39378817930281806,0.6099359702136058,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9180285448043644,0.9194757917558556,1.0347537426652906,1.177314816809093
43,PRAC-2,512,Mix4,0.1450477299059402,0.1686998120589621,0.1452143187032445,0.1675946246960386,0,0,0,0,0,0,0,27044336.331062503,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3952497832047752,2.530045663508712,0.39225802282659594,2.549342376209514,0.3957037316123895,2.527143213750502,0.389688259383814,2.5661537804121375,1.5728997970275747,0.393209854298812,0.610311740616186,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.9166844165527619,0.9181254316666012,1.0353912355324788,1.1765012216625808
44,PRAC-2,256,Mix4,0.1446551126906858,0.1682448694379013,0.1447376655673498,0.1667461298127391,0,0,0,0,0,0,0,27075433.8725,100000001,100000000,100000001,100000000,0.3669773800503069,0.4300735797404929,0.3669773800503069,0.4300735797404929,0.3941799155873199,2.5369126139012455,0.3912001977415598,2.5562359267022514,0.39440486917070616,2.535465655134142,0.38771535306436167,2.5792117647556703,1.5675003355639476,0.39185621066434145,0.6122846469356383,100000000,1.7158574626396987,0.42827465696604106,0.5894503639508946,22987087.334125005,0.913537615853291,0.9149647411787261,1.038738262593805,1.1778540481858144
