mitigation,tRH,trace,ipc_0,ipc_1,ipc_2,ipc_3,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2,insn_3
Chronus,256,Mix12,0.8291398164597898,1.26793181747437,1.2687204425408507,0.5200785553678401,0,0,0,0,0,0,0,6754698.962917463,100000002,100000001,100000001,100000002
Chronus,128,Mix12,0.8264694933090849,1.266886115832866,1.264685748927986,0.5217481476036749,0,0,0,0,0,0,0,6731465.4937280575,100000002,100000001,100000001,100000002
Chronus,64,Mix12,0.8203223067607182,1.2594130387206912,1.258814134659828,0.51677773399924,0,0,0,0,0,0,0,6786766.5794581445,100000002,100000001,100000001,100000002
Chronus,32,Mix12,0.8105756746423232,1.246153588104198,1.2449212783374426,0.503880938781566,0,0,0,0,0,0,0,6882155.909465289,100000002,100000001,100000001,100000002
Chronus,20,Mix12,0.7353598767701591,1.1553860683803452,1.1587234283863506,0.451235617564393,0,0,0,0,0,0,0,7368897.887351476,100000002,100000001,100000001,100000002
Chronus+PB,1024,Mix12,0.8283892811565176,1.2674611434124285,1.2683347585399483,0.5212575496596323,0,0,0,0,0,0,0,6745425.122804982,100000002,100000001,100000001,100000002
Chronus+PB,512,Mix12,0.8285409929472024,1.2674611434124285,1.2683347585399483,0.5209339165542648,0,0,0,0,0,0,0,6748655.15330695,100000002,100000001,100000001,100000002
Chronus+PB,256,Mix12,0.8273211999456516,1.265966636918139,1.2677815359893254,0.5192627146717698,0,0,0,0,0,0,0,6761200.118074726,100000002,100000001,100000001,100000002
Chronus+PB,128,Mix12,0.8251991896709159,1.264574566327751,1.2643455777067354,0.51968021395525,0,0,0,0,0,0,0,6756094.848782732,100000002,100000001,100000001,100000002
Chronus+PB,64,Mix12,0.8159819228021223,1.251403978265766,1.2527039740279393,0.507137426642953,0,0,0,0,0,0,0,6851438.942291525,100000002,100000001,100000001,100000002
Chronus+PB,32,Mix12,0.5671221585698817,0.9073627797777112,0.908801514470451,0.3432047553351693,0,0,0,0,0,0,0,8711235.048349919,100000002,100000001,100000001,100000002
Chronus+PB,20,Mix12,0.10785843082930842,0.2005855010482849,0.20048758459794083,0.05879361000133847,0,0,0,0,0,0,0,35146429.51612474,100000002,100000001,100000001,100000002
Graphene,1024,Mix12,0.8283892811565176,1.2674611434124285,1.2683347585399483,0.5215743977409236,1,0,0,0,0,0,0,6115295.521125,100000002,100000001,100000001,100000002
Graphene,512,Mix12,0.8262589689066611,1.267442042917818,1.2679931201737171,0.5187336880952955,2128,0,0,0,0,0,0,6142726.1376249995,100000002,100000001,100000001,100000002
Graphene,256,Mix12,0.8198407861026824,1.265199694626344,1.2599663939246841,0.5140434693963019,9593,0,0,0,0,0,0,6179100.320875,100000002,100000001,100000001,100000002
Graphene,128,Mix12,0.7852708785952007,1.2221161194596986,1.2165246157245124,0.4993394139157543,37158,0,0,0,0,0,0,6338896.736125,100000002,100000001,100000001,100000002
Graphene,64,Mix12,0.7348824630849256,1.1441577412733746,1.1469833449417606,0.4676554770758493,86878,0,0,0,0,0,0,6658384.52125,100000002,100000001,100000001,100000002
Graphene,32,Mix12,0.6374940878002612,1.0443667786012005,1.0447811042563024,0.4002404196123677,200084,0,0,0,0,0,0,7625002.695374999,100000002,100000001,100000001,100000002
Graphene,20,Mix12,0.5570754728175196,0.9374278889462564,0.9384268936178263,0.348003782828884,329811,0,0,0,0,0,0,8599248.0375625,100000002,100000001,100000001,100000002
Hydra,1024,Mix12,0.8270559676371021,1.2663187616304254,1.2652616779381447,0.5199746165036487,163,0,0,0,0,0,0,6130398.0176874995,100000002,100000001,100000001,100000002
Hydra,512,Mix12,0.8154404992772466,1.2585585726294701,1.2582695645470072,0.514194511460128,3572,0,0,0,0,0,0,6183535.939687501,100000002,100000001,100000001,100000002
Hydra,256,Mix12,0.7871863601640131,1.219948085841695,1.2183700596769833,0.4918798774469505,14939,0,0,0,0,0,0,6408686.5190625,100000002,100000001,100000001,100000002
Hydra,128,Mix12,0.7322609138141517,1.1469793719317658,1.1467889628398293,0.4562122183867042,44821,0,0,0,0,0,0,6831888.777562501,100000002,100000001,100000001,100000002
Hydra,64,Mix12,0.6784829536690936,1.0717763467729764,1.074639100999063,0.4236409614116259,98301,0,0,0,0,0,0,7265564.084500001,100000002,100000001,100000001,100000002
Hydra,32,Mix12,0.5804485510120901,0.9798828869462188,0.9821521255019117,0.3610382973099196,219310,0,0,0,0,0,0,8349158.823625,100000002,100000001,100000001,100000002
Hydra,20,Mix12,0.5078496851499605,0.8815433224632284,0.8840615367293219,0.3148581114776217,359463,0,0,0,0,0,0,9420833.603875,100000002,100000001,100000001,100000002
PARA,1024,Mix12,0.7118256438927286,1.1290256226717374,1.122359017707357,0.4430180886674283,112306,0,0,0,0,0,0,6998240.299437501,100000002,100000001,100000001,100000002
PARA,512,Mix12,0.6221298630366203,1.022965242106767,1.0217262942209393,0.3876347389252951,225754,0,0,0,0,0,0,7833604.961875001,100000002,100000001,100000001,100000002
PARA,256,Mix12,0.4974182674278433,0.8789599088195127,0.8814132442316219,0.3096036860200474,457225,0,0,0,0,0,0,9534865.355,100000002,100000001,100000001,100000002
PARA,128,Mix12,0.35055544545193495,0.7178216441929992,0.712928615976934,0.22097505328702816,940183,0,0,0,0,0,0,12955825.396000002,100000002,100000001,100000001,100000002
PARA,64,Mix12,0.21974681541548052,0.5459248314032643,0.5469633802222791,0.14137294508172682,1902886,0,0,0,0,0,0,19614074.606937505,100000002,100000001,100000001,100000002
PARA,32,Mix12,0.13378666247315057,0.40839032774238265,0.40546409326394156,0.08625560942104207,3621866,0,0,0,0,0,0,31369709.1981875,100000002,100000001,100000001,100000002
PARA,20,Mix12,0.10052986617305645,0.3420343215499444,0.33932963517422554,0.06385119420234846,5157449,0,0,0,0,0,0,41851050.460375,100000002,100000001,100000001,100000002
PRAC-4,1024,Mix12,0.7181586091893606,1.1205422155815405,1.1255849946554974,0.4454879365566743,0,0,0,0,0,0,0,7258116.111125,100000002,100000001,100000001,100000002
PRAC-4,512,Mix12,0.7184908089364276,1.1205422155815405,1.1255849946554974,0.445588246676276,0,0,0,0,0,0,0,7254737.2745625,100000002,100000001,100000001,100000002
PRAC-4,256,Mix12,0.7173228170176026,1.1186071073118045,1.1242244256820884,0.4450605199513773,0,0,0,0,0,0,0,7266149.3149375,100000002,100000001,100000001,100000002
PRAC-4,128,Mix12,0.7149389427498855,1.1148274987852003,1.115701751458716,0.44335241525046093,0,0,0,0,0,0,0,7291370.3404375,100000002,100000001,100000001,100000002
PRAC-4,64,Mix12,0.7084439353031159,1.106565327267467,1.1087412002260857,0.43791728069419417,0,0,0,0,0,0,0,7345356.165812501,100000002,100000001,100000001,100000002
PRAC-4,32,Mix12,0.4910568097228068,0.8034889046660183,0.8012568145689513,0.2967404069926353,0,0,0,0,0,0,0,9484410.286812501,100000002,100000001,100000001,100000002
PRAC-4,20,Mix12,0.0733297174890341,0.15613009706330125,0.1550640616849421,0.041045890579635584,0,0,0,0,0,0,0,49006166.176249996,100000002,100000001,100000001,100000002
PRAC-2,1024,Mix12,0.7181586091893606,1.1205422155815405,1.1255849946554974,0.4454879365566743,0,0,0,0,0,0,0,7258116.111125,100000002,100000001,100000001,100000002
PRAC-2,512,Mix12,0.7183027185178645,1.1205422155815405,1.1255849946554974,0.4463413445354296,0,0,0,0,0,0,0,7243283.948687501,100000002,100000001,100000001,100000002
PRAC-2,256,Mix12,0.7161005934554652,1.1189319718348265,1.120702630783278,0.444658656277496,0,0,0,0,0,0,0,7272196.2346250005,100000002,100000001,100000001,100000002
PRAC-2,128,Mix12,0.7135849168246151,1.1139766042413122,1.1170946785095384,0.4435292376507846,0,0,0,0,0,0,0,7303692.372062501,100000002,100000001,100000001,100000002
PRAC-2,64,Mix12,0.7077400831956944,1.1054257823161746,1.1059103086621076,0.4355635240835982,0,0,0,0,0,0,0,7379600.325375,100000002,100000001,100000001,100000002
PRAC-2,32,Mix12,0.4875774079705828,0.826729912275938,0.8255808826247151,0.29232737988173196,0,0,0,0,0,0,0,9655596.819937501,100000002,100000001,100000001,100000002
PRAC-2,20,Mix12,0.11775422902323586,0.2603282098807035,0.25809981743980653,0.06619937017655676,0,0,0,0,0,0,0,32080476.612125,100000002,100000001,100000001,100000002
PRAC-1,1024,Mix12,0.7181586091893606,1.1205422155815405,1.1255849946554974,0.4454879365566743,0,0,0,0,0,0,0,7258116.111125,100000002,100000001,100000001,100000002
PRAC-1,512,Mix12,0.7181584596213763,1.1205422155815405,1.1255849946554974,0.44568813120719597,0,0,0,0,0,0,0,7256388.007312501,100000002,100000001,100000001,100000002
PRAC-1,256,Mix12,0.716500652155298,1.1198135792602195,1.1254333621796906,0.44448940800430464,0,0,0,0,0,0,0,7271124.765812501,100000002,100000001,100000001,100000002
PRAC-1,128,Mix12,0.7150177944329889,1.1149250454295716,1.120748551087882,0.4420000223033207,0,0,0,0,0,0,0,7301776.3876875,100000002,100000001,100000001,100000002
PRAC-1,64,Mix12,0.699622515181371,1.0968339154468512,1.104511311239477,0.4285453154692565,0,0,0,0,0,0,0,7468539.39725,100000002,100000001,100000001,100000002
PRAC-1,32,Mix12,0.18550335049466843,0.4032694269993565,0.40047955584126477,0.10532162614110345,0,0,0,0,0,0,0,21838951.3833125,100000002,100000001,100000001,100000002
PRAC-1,20,Mix12,0.18550335049466843,0.4032694269993565,0.40047955584126477,0.10532162614110345,0,0,0,0,0,0,0,21838951.3833125,100000002,100000001,100000001,100000002
PRAC-RFM,1024,Mix12,0.6987316574296789,1.0904809670943445,1.0864808311482665,0.432651556409429,0,11130,0,0,0,0,0,7488318.7495625,100000002,100000001,100000001,100000002
PRAC-RFM,512,Mix12,0.6987316574296789,1.0904809670943445,1.0864808311482665,0.432651556409429,0,11130,0,0,0,0,0,7488318.7495625,100000002,100000001,100000001,100000002
PRAC-RFM,256,Mix12,0.6987316574296789,1.0904809670943445,1.0864808311482665,0.432651556409429,0,11130,0,0,0,0,0,7488318.7495625,100000002,100000001,100000001,100000002
PRAC-RFM,128,Mix12,0.6987316574296789,1.0904809670943445,1.0864808311482665,0.432651556409429,0,11130,0,0,0,0,0,7488318.7495625,100000002,100000001,100000001,100000002
PRAC-RFM,64,Mix12,0.6970919992236347,1.0829578402675972,1.0819961213901823,0.4305670514563956,0,11022,0,0,0,0,0,7517238.312312501,100000002,100000001,100000001,100000002
PRAC-RFM,32,Mix12,0.489030448203879,0.7873488241063532,0.7900797040298252,0.296536374556558,0,11604,0,0,0,0,0,9573072.3436875,100000002,100000001,100000001,100000002
PRAC-RFM,20,Mix12,0.07194257123358835,0.1526412797986952,0.15330570278106753,0.04002751353530743,0,15538,0,0,0,0,0,50347931.96193751,100000002,100000001,100000001,100000002
RFM,1024,Mix12,0.8097326395673774,1.2359667838379647,1.2358459919389226,0.508531174755504,0,10366,0,0,0,0,0,6277669.0611875,100000002,100000001,100000001,100000002
RFM,512,Mix12,0.804397716231272,1.218549241348919,1.221395539658957,0.5017898517490514,0,14797,0,0,0,0,0,6370970.73275,100000002,100000001,100000001,100000002
RFM,256,Mix12,0.7521576337037075,1.1503497304719106,1.151283006463176,0.46878515361198486,0,39315,0,0,0,0,0,6842798.020062502,100000002,100000001,100000001,100000002
RFM,128,Mix12,0.6637215924260341,1.04455594057655,1.0463221567294314,0.41514516623597364,0,91784,0,0,0,0,0,7774171.845875001,100000002,100000001,100000001,100000002
RFM,64,Mix12,0.5172550567823193,0.8772621025521318,0.8784806820826145,0.3250736455954736,0,234307,0,0,0,0,0,10225755.6198125,100000002,100000001,100000001,100000002
RFM,32,Mix12,0.34402552961112304,0.7008260419217455,0.6981636710802689,0.21879447093255344,0,622154,0,0,0,0,0,16882834.3659375,100000002,100000001,100000001,100000002
RFM,20,Mix12,0.23871604952064088,0.5646288263949429,0.5699957998719914,0.1500864664625509,0,1232069,0,0,0,0,0,30587277.2966875,100000002,100000001,100000001,100000002
Dummy,0,Mix12,0.8283892811565176,1.2674611434124285,1.2683347585399483,0.5212575496596323,0,0,0,0,0,0,0,6119131.2069375,100000002,100000001,100000001,100000002
Chronus,1024,Mix8,0.519997953912051,0.46196541281585,0.7016166918427784,0.3614692281137666,0,0,0,0,0,0,0,9854515.75450658,100000000,100000000,100000000,100000000
Chronus,512,Mix8,0.5195986856688894,0.4630318389490066,0.7019369831721348,0.3624364945569922,0,0,0,0,0,0,0,9833932.220358564,100000000,100000000,100000000,100000000
Chronus,256,Mix8,0.5189063018103619,0.4612693740171445,0.7013334382528157,0.36075299481984674,0,0,0,0,0,0,0,9867068.328929793,100000000,100000000,100000000,100000000
Chronus,128,Mix8,0.517097340063176,0.4655037622363192,0.6994332541302111,0.36083351457699714,0,0,0,0,0,0,0,9864003.130324133,100000000,100000000,100000000,100000002
Chronus,64,Mix8,0.5172131136136858,0.4655015606382047,0.6992086189041175,0.35924742478423194,0,0,0,0,0,0,0,9891816.094134636,100000000,100000000,100000000,100000000
Chronus,32,Mix8,0.5017382470700619,0.4567097939551938,0.6804733437904847,0.34852589300628706,0,0,0,0,0,0,0,10167480.40599271,100000000,100000000,100000000,100000000
Chronus,20,Mix8,0.4437780259414084,0.4048005851926796,0.6129648714858463,0.30787474953234595,0,0,0,0,0,0,0,10908613.166229557,100000000,100000000,100000000,100000000
Chronus+PB,1024,Mix8,0.5196906040697532,0.4629434036041607,0.7020988824832507,0.3611402567348974,0,0,0,0,0,0,0,9866802.251004187,100000000,100000000,100000000,100000000
Chronus+PB,512,Mix8,0.5198403354076384,0.46336805390319796,0.7020893096638058,0.361954847147195,0,0,0,0,0,0,0,9848593.791495487,100000000,100000000,100000000,100000002
Chronus+PB,256,Mix8,0.5181507991784347,0.45802581785273244,0.6981043096150137,0.3601275985380505,0,0,0,0,0,0,0,9848680.383779153,100000000,100000000,100000000,100000000
Chronus+PB,128,Mix8,0.5193372579372936,0.46506983914243466,0.700836211837024,0.36094137061118486,0,0,0,0,0,0,0,9860158.015952857,100000000,100000000,100000000,100000000
Chronus+PB,64,Mix8,0.511120465865042,0.44419855191982793,0.6849036462824981,0.35217196743116463,0,0,0,0,0,0,0,10088032.161171652,100000000,100000000,100000000,100000000
Chronus+PB,32,Mix8,0.2956468429634217,0.27170013334417636,0.42979266724369486,0.20748274872755446,0,0,0,0,0,0,0,13766948.844839636,100000000,100000000,100000000,100000000
Chronus+PB,20,Mix8,0.05694633173999794,0.05429607682073479,0.08767565245982639,0.03879136843580356,0,0,0,0,0,0,0,52951044.86086026,100000000,100000000,100000000,100000002
Graphene,1024,Mix8,0.5205423474499508,0.46226517582017895,0.7016515213899414,0.36198320083746693,321,0,0,0,0,0,0,8981480.5063125,100000000,100000000,100000000,100000000
