mitigation,tRH,trace,ipc_0,ipc_1,ipc_2,ipc_3,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,insn_1,insn_2,insn_3
PRAC-4,128,Mix19,0.23950375980662506,0.7488650557266792,0.3125913700639894,0.5774720080269531,0,0,0,0,0,0,0,12594502.6283125,100000001,100000003,100000003,100000003
PRAC-4,64,Mix19,0.2379924968487057,0.7414728254070582,0.31104036207983515,0.5773689429698301,0,0,0,0,0,0,0,12642868.726937499,100000001,100000002,100000003,100000003
PRAC-4,32,Mix19,0.16902820333749868,0.5369885491597488,0.22133894435213516,0.41036794836665275,0,0,0,0,0,0,0,15822325.8881875,100000001,100000002,100000003,100000003
PRAC-4,20,Mix19,0.025473744078758163,0.09227177981940037,0.03399949083384039,0.06926009289833819,0,0,0,0,0,0,0,77940029.5996875,100000001,100000002,100000003,100000003
PRAC-2,1024,Mix19,0.23949293779759437,0.748793532664462,0.31271937361784097,0.578083378720585,0,0,0,0,0,0,0,12616237.15625,100000001,100000003,100000000,100000003
PRAC-2,512,Mix19,0.23966810693776083,0.7518601847458761,0.3124580443067868,0.5783945544478233,0,0,0,0,0,0,0,12603566.841937501,100000001,100000003,100000003,100000003
PRAC-2,256,Mix19,0.23944262746867023,0.7462387515891713,0.3134378241603265,0.5791594739888484,0,0,0,0,0,0,0,12610352.603125,100000001,100000003,100000003,100000003
PRAC-2,128,Mix19,0.23898932743220255,0.7422443961626025,0.31227141498905,0.5806011646464204,0,0,0,0,0,0,0,12616904.698312499,100000001,100000003,100000003,100000003
PRAC-2,64,Mix19,0.23818542258115305,0.7432104051951833,0.3122613177994907,0.5799533123678671,0,0,0,0,0,0,0,12637696.08825,100000001,100000002,100000003,100000003
PRAC-2,32,Mix19,0.17000184673004257,0.5461287349033093,0.22483008247817135,0.41558330716439956,0,0,0,0,0,0,0,15858727.444000002,100000001,100000003,100000003,100000003
PRAC-2,20,Mix19,0.038373139721576945,0.13880141130607207,0.05289678334612865,0.10748822235728452,0,0,0,0,0,0,0,53832061.5006875,100000001,100000002,100000000,100000003
PRAC-1,1024,Mix19,0.23950337433426686,0.748793532664462,0.31310372423467964,0.5789431147128217,0,0,0,0,0,0,0,12606309.989000002,100000001,100000003,100000003,100000003
PRAC-1,512,Mix19,0.23980260131096867,0.7511981798528562,0.31308349133717417,0.5808200370175185,0,0,0,0,0,0,0,12602156.625,100000001,100000002,100000003,100000003
PRAC-1,256,Mix19,0.2397644911391221,0.7480804443202764,0.3127335548846184,0.5804536881614117,0,0,0,0,0,0,0,12588833.745875001,100000001,100000002,100000003,100000003
PRAC-1,128,Mix19,0.23942086592665318,0.746608358048869,0.3121138991225311,0.5797269659990144,0,0,0,0,0,0,0,12597012.779437501,100000001,100000003,100000003,100000003
PRAC-1,64,Mix19,0.23683740042591986,0.7408169096139892,0.3100325065052648,0.576894236206015,0,0,0,0,0,0,0,12701322.328500003,100000001,100000001,100000000,100000003
PRAC-1,32,Mix19,0.05977217153254556,0.21716440541085172,0.08607920479316819,0.17325643152803463,0,0,0,0,0,0,0,36884143.067875,100000001,100000002,100000003,100000003
PRAC-1,20,Mix19,0.05977217153254556,0.21716440541085172,0.08607920479316819,0.17325643152803463,0,0,0,0,0,0,0,36884143.067875,100000001,100000002,100000003,100000003
PRAC-RFM,1024,Mix19,0.23292944927859618,0.735662490242173,0.30495988015028275,0.5694771336173441,0,14722,0,0,0,0,0,12973291.787937501,100000001,100000003,100000003,100000003
PRAC-RFM,512,Mix19,0.23292944927859618,0.735662490242173,0.30495988015028275,0.5694771336173441,0,14722,0,0,0,0,0,12973291.787937501,100000001,100000003,100000003,100000003
PRAC-RFM,256,Mix19,0.23292944927859618,0.735662490242173,0.30495988015028275,0.5694771336173441,0,14722,0,0,0,0,0,12973291.787937501,100000001,100000003,100000003,100000003
PRAC-RFM,128,Mix19,0.23292944927859618,0.735662490242173,0.30495988015028275,0.5694771336173441,0,14722,0,0,0,0,0,12973291.787937501,100000001,100000003,100000003,100000003
PRAC-RFM,64,Mix19,0.23290632815477452,0.735662490242173,0.30495988015028275,0.5694771336173441,0,14715,0,0,0,0,0,12974633.3813125,100000001,100000003,100000003,100000003
PRAC-RFM,32,Mix19,0.16907315702441053,0.5344508911573027,0.22189546710333563,0.4121972637381912,0,14916,0,0,0,0,0,16016249.236687502,100000001,100000001,100000003,100000003
PRAC-RFM,20,Mix19,0.02502632410141394,0.09078643365153322,0.033576114329572214,0.06804384645173268,0,17851,0,0,0,0,0,79481774.794375,100000001,100000001,100000003,100000003
RFM,1024,Mix19,0.28659182454986243,0.8260218315252845,0.33950680031930885,0.610430578366413,0,13227,0,0,0,0,0,10550639.0515625,100000001,100000002,100000003,100000003
RFM,512,Mix19,0.2841009151896104,0.8158619585090635,0.3362620309423066,0.6048955843488668,0,19661,0,0,0,0,0,10655605.727375,100000001,100000002,100000003,100000003
RFM,256,Mix19,0.25750892476353837,0.7766110344992978,0.31714669809734125,0.5779670505502509,0,61525,0,0,0,0,0,11760610.3113125,100000001,100000003,100000003,100000003
RFM,128,Mix19,0.21918662269335917,0.6870373820951973,0.2822324705156756,0.5329115732711984,0,162868,0,0,0,0,0,13999490.716687502,100000001,100000001,100000003,100000003
RFM,64,Mix19,0.16399620873568435,0.5676305667351181,0.23832854107481102,0.47808831440226374,0,444077,0,0,0,0,0,19464757.22275,100000001,100000002,100000003,100000003
RFM,32,Mix19,0.1088854127221225,0.40710097663114264,0.17352083005754937,0.3679311911884544,0,1126747,0,0,0,0,0,32908663.159125,100000001,100000003,100000003,100000003
RFM,20,Mix19,0.07550372623796395,0.29315106834097043,0.13624156411163846,0.3004062101664194,0,2115976,0,0,0,0,0,58915170.372187495,100000001,100000002,100000003,100000003
Dummy,0,Mix19,0.2942184873290926,0.8403177194207566,0.34564227778420137,0.6192761384234965,0,0,0,0,0,0,0,10242069.870125001,100000001,100000001,100000003,100000003
Chronus,1024,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus,512,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus,256,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus,128,Mix28,1.9889291430468072,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430288.4034246937,100000000,100000000,100000002,100000001
Chronus,64,Mix28,1.9891047978162493,3.389483287508649,3.683459348772504,3.32253159494938,0,0,0,0,0,0,0,1429512.394020719,100000000,100000000,100000002,100000001
Chronus,32,Mix28,1.9748954450853462,3.3838025223676116,3.6857318761325795,3.3209140337574894,0,0,0,0,0,0,0,1438167.2520625,100000000,100000000,100000002,100000001
Chronus,20,Mix28,1.9343404386557974,3.3661204687390076,3.6789798071471465,3.3013455293839558,0,0,0,0,0,0,0,1457193.6296074125,100000000,100000000,100000002,100000001
Chronus+PB,1024,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus+PB,512,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus+PB,256,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1430431.2763232626,100000000,100000000,100000002,100000001
Chronus+PB,128,Mix28,1.9895890772355496,3.388063891566777,3.6839217999199483,3.322503997138394,0,0,0,0,0,0,0,1429235.5593916879,100000000,100000000,100000002,100000001
Chronus+PB,64,Mix28,1.9740200796532894,3.376194915565248,3.6799456398440955,3.3136167944701036,0,0,0,0,0,0,0,1435126.4886300624,100000000,100000000,100000002,100000001
Chronus+PB,32,Mix28,1.7620355485738226,3.1991982041492832,3.561568440629261,3.1503366134637827,0,0,0,0,0,0,0,1552546.6134895624,100000000,100000000,100000002,100000001
Chronus+PB,20,Mix28,0.22868519618960154,0.879360227446171,2.0272750389191185,0.8609129461711431,0,0,0,0,0,0,0,8749697.652406177,100000000,100000000,100000002,100000001
Graphene,1024,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1287009.2383750002,100000000,100000000,100000002,100000001
Graphene,512,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1287009.2383750002,100000000,100000000,100000002,100000001
Graphene,256,Mix28,1.9867453884063393,3.3885577891422476,3.6846056479034393,3.3240607882956894,22,0,0,0,0,0,0,1287875.335125,100000000,100000000,100000002,100000001
Graphene,128,Mix28,1.9826766797390487,3.389982425653109,3.6889282538513792,3.3250208146300912,564,0,0,0,0,0,0,1288098.5433750001,100000000,100000000,100000002,100000001
Graphene,64,Mix28,1.9630263207280347,3.3818491152845986,3.678545388411898,3.322305968695373,2558,0,0,0,0,0,0,1302965.9245625,100000000,100000000,100000002,100000001
Graphene,32,Mix28,1.9104598421436705,3.354600269018814,3.6547855560100078,3.2827218924655166,8163,0,0,0,0,0,0,1339626.5288750003,100000000,100000000,100000002,100000001
Graphene,20,Mix28,1.8342789163432345,3.320836361936095,3.62279325251872,3.250975536474352,16634,0,0,0,0,0,0,1396562.67775,100000000,100000000,100000002,100000001
Hydra,1024,Mix28,1.987298341633318,3.3895795646857874,3.6848774658508594,3.323061672268961,0,0,0,0,0,0,0,1285442.0270625,100000000,100000000,100000002,100000001
Hydra,512,Mix28,1.9876614326439481,3.392878808811822,3.6866210680804614,3.325004009954796,0,0,0,0,0,0,0,1287905.76125,100000000,100000000,100000002,100000001
Hydra,256,Mix28,1.9839653145724812,3.386876922179661,3.686181853649589,3.322361489338891,51,0,0,0,0,0,0,1291205.467625,100000000,100000000,100000002,100000001
Hydra,128,Mix28,1.9653571989540526,3.384646606678544,3.68345473570163,3.3167442281768764,710,0,0,0,0,0,0,1302424.165,100000000,100000000,100000002,100000001
Hydra,64,Mix28,1.9091949098801773,3.3629859010179084,3.6681403420195995,3.302656531386334,3331,0,0,0,0,0,0,1340216.3468125002,100000000,100000000,100000002,100000001
Hydra,32,Mix28,1.8074150467483383,3.3030471435661184,3.617102964631787,3.2216167193658722,10692,0,0,0,0,0,0,1419150.8088125,100000000,100000000,100000002,100000001
Hydra,20,Mix28,1.6885962694146568,3.2636950027411773,3.5667008534936637,3.15608639735929,22747,0,0,0,0,0,0,1524096.9952500002,100000000,100000000,100000002,100000001
PARA,1024,Mix28,1.9019823658465744,3.359889000019084,3.6539226009322108,3.2754761207475434,7942,0,0,0,0,0,0,1346076.9848125,100000000,100000000,100000002,100000001
PARA,512,Mix28,1.8225539926608303,3.3192597824975367,3.632851072363122,3.239635232626703,16151,0,0,0,0,0,0,1404211.4115,100000000,100000000,100000002,100000001
PARA,256,Mix28,1.6816307136262267,3.242763910151962,3.561469375335023,3.1586826436202444,33510,0,0,0,0,0,0,1529213.3766875002,100000000,100000000,100000002,100000001
PARA,128,Mix28,1.446984345713037,3.1513132688377157,3.4430275697672714,3.020113745938853,71358,0,0,0,0,0,0,1787026.847625,100000000,100000000,100000002,100000001
PARA,64,Mix28,1.1663381014479015,2.989767312090658,3.2569707885878483,2.7948621769628454,146291,0,0,0,0,0,0,2230258.7003125,100000000,100000000,100000002,100000001
PARA,32,Mix28,0.8676978260368942,2.747802685235218,2.9779448643048823,2.472081632881098,283918,0,0,0,0,0,0,3020108.7728125,100000000,100000000,100000002,100000001
PARA,20,Mix28,0.7201447139444408,2.562534884107694,2.823241590593953,2.217235238945009,401352,0,0,0,0,0,0,3661932.968875,100000000,100000000,100000002,100000001
PRAC-4,1024,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-4,512,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-4,256,Mix28,1.8372818664138078,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1411689.98625,100000000,100000000,100000002,100000001
PRAC-4,128,Mix28,1.8372788283746402,3.3015427779246966,3.637194973469391,3.2075777162393306,0,0,0,0,0,0,0,1412977.9098750001,100000000,100000000,100000002,100000001
PRAC-4,64,Mix28,1.805896273002107,3.294528184029709,3.631779742731992,3.2067373615427024,0,0,0,0,0,0,0,1427626.6195625002,100000000,100000000,100000002,100000001
PRAC-4,32,Mix28,1.5708799819889185,3.068127086978396,3.4635563054231775,3.005627496417818,0,0,0,0,0,0,0,1585542.9603750003,100000000,100000000,100000002,100000001
PRAC-4,20,Mix28,0.16778228012950966,0.7173322705529701,1.9904770405046543,0.6920682829995075,0,0,0,0,0,0,0,11668328.875,100000000,100000000,100000002,100000001
PRAC-2,1024,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-2,512,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-2,256,Mix28,1.83739259291924,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1411514.041375,100000000,100000000,100000002,100000001
PRAC-2,128,Mix28,1.8361408109947523,3.30261984943224,3.637194973469391,3.209608109421445,0,0,0,0,0,0,0,1412915.0959375,100000000,100000000,100000002,100000001
PRAC-2,64,Mix28,1.812273214395292,3.292503003585865,3.6310423175461186,3.20988679146685,0,0,0,0,0,0,0,1426060.902625,100000000,100000000,100000002,100000001
PRAC-2,32,Mix28,1.546045103763281,3.095113583240232,3.534274581321006,3.013126777066827,0,0,0,0,0,0,0,1613668.1866875002,100000000,100000000,100000002,100000001
PRAC-2,20,Mix28,0.2869196038186566,1.3720052965990075,2.458482125790448,1.263682088019298,0,0,0,0,0,0,0,7074450.251062501,100000000,100000000,100000002,100000001
PRAC-1,1024,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-1,512,Mix28,1.83842390154034,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410953.64975,100000000,100000000,100000002,100000001
PRAC-1,256,Mix28,1.8382723974833168,3.3022935353245018,3.637194973469391,3.206907351260993,0,0,0,0,0,0,0,1410955.2880625003,100000000,100000000,100000002,100000001
PRAC-1,128,Mix28,1.8340475297819057,3.300780268146807,3.636687308139746,3.20756259213523,0,0,0,0,0,0,0,1413350.4371250002,100000000,100000000,100000002,100000001
PRAC-1,64,Mix28,1.805325960719104,3.289411574926184,3.6345284704603342,3.20397501155834,0,0,0,0,0,0,0,1433543.2341875,100000000,100000000,100000002,100000001
PRAC-1,32,Mix28,0.47280031332665884,2.197328588978635,2.8880319007376523,1.850164041092735,0,0,0,0,0,0,0,4551321.9279375,100000000,100000000,100000002,100000001
PRAC-1,20,Mix28,0.47280031332665884,2.197328588978635,2.8880319007376523,1.850164041092735,0,0,0,0,0,0,0,4551321.9279375,100000000,100000000,100000002,100000001
PRAC-RFM,1024,Mix28,1.8136259896957025,3.2906306006532824,3.635428676835227,3.204085882317131,0,862,0,0,0,0,0,1433945.2095625,100000000,100000000,100000002,100000001
PRAC-RFM,512,Mix28,1.8136259896957025,3.2906306006532824,3.635428676835227,3.204085882317131,0,862,0,0,0,0,0,1433945.2095625,100000000,100000000,100000002,100000001
PRAC-RFM,256,Mix28,1.8136259896957025,3.2906306006532824,3.635428676835227,3.204085882317131,0,862,0,0,0,0,0,1433945.2095625,100000000,100000000,100000002,100000001
PRAC-RFM,128,Mix28,1.8136259896957025,3.2906306006532824,3.635428676835227,3.204085882317131,0,862,0,0,0,0,0,1433945.2095625,100000000,100000000,100000002,100000001
PRAC-RFM,64,Mix28,1.7966979171725495,3.2979400604670714,3.631121030526652,3.202770915663228,0,870,0,0,0,0,0,1441968.4058125,100000000,100000000,100000002,100000001
PRAC-RFM,32,Mix28,1.5598637571318337,3.0883268902598866,3.475548077411993,3.0280332285462257,0,895,0,0,0,0,0,1606680.4533125,100000000,100000000,100000002,100000001
PRAC-RFM,20,Mix28,0.16493427184540577,0.7073661224552478,1.9514876951482778,0.6924592572557439,0,2823,0,0,0,0,0,11899359.5090625,100000000,100000000,100000002,100000001
RFM,1024,Mix28,1.973704960398202,3.3811566382349714,3.682400002680787,3.322741574108932,0,722,0,0,0,0,0,1298084.8021875,100000000,100000000,100000002,100000001
RFM,512,Mix28,1.9678493172123706,3.379960222600124,3.6857148954368233,3.3129048908083125,0,1014,0,0,0,0,0,1303237.2596875,100000000,100000000,100000002,100000001
RFM,256,Mix28,1.932700769390782,3.3732552469720396,3.66635395112325,3.298582035256102,0,2862,0,0,0,0,0,1336381.2695625,100000000,100000000,100000002,100000001
RFM,128,Mix28,1.850634990803362,3.342590302918235,3.6372701168040167,3.2514707621411625,0,7348,0,0,0,0,0,1414849.0167500002,100000000,100000000,100000002,100000001
RFM,64,Mix28,1.6501209315876528,3.262458169576964,3.553905477275458,3.1470545898154265,0,20773,0,0,0,0,0,1653605.3891875,100000000,100000000,100000002,100000001
RFM,32,Mix28,1.2789354836774771,3.095122205019533,3.3889185551047802,2.9265716164991327,0,62414,0,0,0,0,0,2365637.5728749996,100000000,100000000,100000002,100000001
RFM,20,Mix28,0.9775507904842273,2.893728347315925,3.2062994934399596,2.679258278432429,0,124441,0,0,0,0,0,3552414.0119375,100000000,100000000,100000002,100000001
Dummy,0,Mix28,1.9889266113129827,3.3885577891422476,3.6846056479034393,3.3240607882956894,0,0,0,0,0,0,0,1287009.2383750002,100000000,100000000,100000002,100000001
Chronus,1024,Mix18,0.7264844190453873,1.2125403024133625,1.645511310207735,1.2073563400798755,0,0,0,0,0,0,0,4575226.745614463,100000002,100000003,100000003,100000000
Chronus,512,Mix18,0.7267932696909551,1.2125403024133625,1.645511310207735,1.2073563400798755,0,0,0,0,0,0,0,4573969.1469365945,100000002,100000003,100000003,100000000
Chronus,256,Mix18,0.7272028404367851,1.2146696991299686,1.644178654934641,1.2089748879473714,0,0,0,0,0,0,0,4570210.242092332,100000002,100000003,100000003,100000000
Chronus,128,Mix18,0.7269984069865825,1.2145902675807867,1.6464128476571438,1.2074475850021968,0,0,0,0,0,0,0,4568429.756092019,100000002,100000003,100000003,100000000
Chronus,64,Mix18,0.7251702228288512,1.212385916004209,1.6402685624758921,1.2049028654301102,0,0,0,0,0,0,0,4570588.803954851,100000002,100000003,100000003,100000000
Chronus,32,Mix18,0.7195245353184727,1.2031788441316265,1.6321706006030186,1.1969649230745953,0,0,0,0,0,0,0,4590194.953558825,100000002,100000003,100000003,100000000
Chronus,20,Mix18,0.6466513840961514,1.092343577305606,1.5064963283371289,1.0908367347168073,0,0,0,0,0,0,0,4905073.646247719,100000002,100000003,100000003,100000000
Chronus+PB,1024,Mix18,0.7264844190453873,1.2125403024133625,1.645511310207735,1.2073563400798755,0,0,0,0,0,0,0,4575226.745614463,100000002,100000003,100000003,100000000
Chronus+PB,512,Mix18,0.7270344860077127,1.2121925988758806,1.645511310207735,1.2078854579613765,0,0,0,0,0,0,0,4572185.726896301,100000002,100000003,100000003,100000000
Chronus+PB,256,Mix18,0.7260220144536024,1.214094203071867,1.6469367709865481,1.208825265782598,0,0,0,0,0,0,0,4578590.140436988,100000002,100000003,100000003,100000000
Chronus+PB,128,Mix18,0.7261726298933097,1.2170511761241438,1.6448070933290657,1.2073368945505798,0,0,0,0,0,0,0,4573346.422448238,100000002,100000003,100000003,100000000
Chronus+PB,64,Mix18,0.7198599901141629,1.2080047927830317,1.6309662783379566,1.1993805487317133,0,0,0,0,0,0,0,4588372.662310851,100000002,100000003,100000003,100000000
Chronus+PB,32,Mix18,0.4648614470025537,0.7935873619629225,1.0952253150021243,0.7815201983973428,0,0,0,0,0,0,0,6022735.564371051,100000002,100000003,100000003,100000000
Chronus+PB,20,Mix18,0.08575309717327595,0.14869151787878876,0.22840896539058153,0.1460484050361118,0,0,0,0,0,0,0,23722303.68555583,100000002,100000003,100000003,100000000
Graphene,1024,Mix18,0.7260580018974219,1.2125403024133625,1.645511310207735,1.2073563400798755,18,0,0,0,0,0,0,4147290.3342500003,100000002,100000003,100000003,100000000
Graphene,512,Mix18,0.7253262931037109,1.2148811344540256,1.645527258758841,1.2076423666640856,367,0,0,0,0,0,0,4151406.5995625,100000002,100000003,100000003,100000000
Graphene,256,Mix18,0.7249034620707246,1.2099660862245765,1.6409019847594997,1.2044382537924117,1660,0,0,0,0,0,0,4152696.9385625008,100000002,100000003,100000003,100000000
Graphene,128,Mix18,0.7109151730984926,1.1985864614820947,1.6233542718972223,1.1897425583893226,8332,0,0,0,0,0,0,4215718.500125,100000002,100000003,100000003,100000000
Graphene,64,Mix18,0.6819061179497353,1.16312448166086,1.5751338013118723,1.1430527028452753,25937,0,0,0,0,0,0,4357971.912125001,100000002,100000003,100000003,100000000
Graphene,32,Mix18,0.5847723049315707,1.1146372622690572,1.4479276998754087,1.0755934035362391,74060,0,0,0,0,0,0,5008003.826625001,100000002,100000003,100000003,100000000
Graphene,20,Mix18,0.5292604827604939,1.0200438612726925,1.3245758079216783,0.9525082165501904,134262,0,0,0,0,0,0,5463372.5296875,100000002,100000003,100000003,100000000
Hydra,1024,Mix18,0.725211116929238,1.2138183725509744,1.6468793514668358,1.2074848362544908,31,0,0,0,0,0,0,4135426.564875,100000002,100000003,100000003,100000000
Hydra,512,Mix18,0.7205592000438388,1.2100504927434363,1.6371907078755632,1.2056367569326103,587,0,0,0,0,0,0,4169598.746875,100000002,100000003,100000003,100000000
Hydra,256,Mix18,0.6957196690041386,1.190780187009165,1.618806591857947,1.1862323594792705,3485,0,0,0,0,0,0,4299497.587250001,100000002,100000003,100000003,100000000
Hydra,128,Mix18,0.6165752591807961,1.0998895578930261,1.5439682542843998,1.0866617756020636,15619,0,0,0,0,0,0,4791122.6141874995,100000002,100000003,100000003,100000001
Hydra,64,Mix18,0.5077330792826609,0.864957232709886,1.3027674270737524,0.8389670882188239,49926,0,0,0,0,0,0,5705341.7070625,100000002,100000003,100000003,100000000
Hydra,32,Mix18,0.362470422187597,0.683154637505966,0.9707483722249096,0.6703585591739477,153362,0,0,0,0,0,0,7782737.467687501,100000002,100000003,100000003,100000000
Hydra,20,Mix18,0.30584164160546784,0.6060522864321806,0.7979960070515394,0.5890800869399737,274083,0,0,0,0,0,0,9112856.2081875,100000002,100000003,100000003,100000000
PARA,1024,Mix18,0.6223196041748683,1.086466286436072,1.474746239684777,1.0758529590878403,59762,0,0,0,0,0,0,4722915.8038125,100000002,100000003,100000003,100000000
PARA,512,Mix18,0.5461846851270205,0.9962081926425903,1.3513974855034245,0.9870849606333737,121640,0,0,0,0,0,0,5326541.434875,100000002,100000003,100000003,100000000
PARA,256,Mix18,0.4398912039981253,0.8612547789303739,1.16547381590661,0.8548968745166894,252828,0,0,0,0,0,0,6471455.583000001,100000002,100000003,100000003,100000000
PARA,128,Mix18,0.3176913681347679,0.6851489213957785,0.9475079565557003,0.6763960923569623,533809,0,0,0,0,0,0,8749827.2261875,100000002,100000003,100000003,100000000
PARA,64,Mix18,0.20572529916505544,0.5039067638274128,0.7523567669060899,0.491277085493581,1132315,0,0,0,0,0,0,13230209.271875001,100000002,100000003,100000003,100000000
PARA,32,Mix18,0.12492947091244512,0.3571461255400165,0.5955086370724053,0.34553303240331723,2329120,0,0,0,0,0,0,21476637.433250003,100000002,100000003,100000003,100000000
PARA,20,Mix18,0.09105230873813729,0.28973507960794126,0.5174647611682863,0.27731760234074027,3502394,0,0,0,0,0,0,29256391.9785625,100000002,100000003,100000003,100000000
PRAC-4,1024,Mix18,0.5931379891137354,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5104563.725125,100000002,100000003,100000003,100000000
PRAC-4,512,Mix18,0.5932487533856557,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5099565.7345,100000002,100000003,100000003,100000000
PRAC-4,256,Mix18,0.5935220899332073,1.0819729516507959,1.4016809826882313,1.066011174973827,0,0,0,0,0,0,0,5086960.307125,100000002,100000003,100000003,100000000
PRAC-4,128,Mix18,0.5923795233359023,1.0774130172174905,1.4019616386856162,1.0629903302001942,0,0,0,0,0,0,0,5103271.301562499,100000002,100000003,100000003,100000000
PRAC-4,64,Mix18,0.5874668681176679,1.0730851673011086,1.3957309198354992,1.0564826137667227,0,0,0,0,0,0,0,5122868.462312501,100000002,100000003,100000003,100000000
PRAC-4,32,Mix18,0.37402558296037625,0.6975062853684502,0.9297059314195375,0.6824938584937026,0,0,0,0,0,0,0,6973678.0885625,100000002,100000003,100000003,100000000
PRAC-4,20,Mix18,0.056956054793591775,0.10975087285744572,0.1701660635930504,0.10689648533036228,0,0,0,0,0,0,0,34816387.322125,100000002,100000003,100000003,100000000
PRAC-2,1024,Mix18,0.5931379891137354,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5104563.725125,100000002,100000003,100000003,100000000
PRAC-2,512,Mix18,0.593285026959939,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5100555.163875,100000002,100000003,100000003,100000000
PRAC-2,256,Mix18,0.5921923841621087,1.088266318348904,1.403213282547117,1.0684900748972008,0,0,0,0,0,0,0,5102226.3268125,100000002,100000003,100000003,100000000
PRAC-2,128,Mix18,0.5913322310427701,1.0792588112629373,1.4013894411530945,1.0643880247832107,0,0,0,0,0,0,0,5097178.075750001,100000002,100000003,100000003,100000000
PRAC-2,64,Mix18,0.5884435248929201,1.0710422289124992,1.397218682601666,1.0559950788939731,0,0,0,0,0,0,0,5132639.262062501,100000002,100000003,100000003,100000000
PRAC-2,32,Mix18,0.38418957136331516,0.7162881755889298,0.977992987301495,0.703600485512479,0,0,0,0,0,0,0,6863070.446562501,100000002,100000003,100000003,100000000
PRAC-2,20,Mix18,0.09119774935632402,0.1819836567398164,0.28768783033592304,0.17706401557545737,0,0,0,0,0,0,0,22733108.656500004,100000002,100000003,100000003,100000000
PRAC-1,1024,Mix18,0.5931379891137354,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5104563.725125,100000002,100000003,100000003,100000000
PRAC-1,512,Mix18,0.5928894989115646,1.0857789680472523,1.4034847036452314,1.0690462210151503,0,0,0,0,0,0,0,5100791.1780625,100000002,100000003,100000003,100000000
PRAC-1,256,Mix18,0.5918767895320389,1.0843266026761462,1.4002349958313605,1.0683318855477675,0,0,0,0,0,0,0,5102789.359750001,100000002,100000003,100000003,100000000
PRAC-1,128,Mix18,0.5912319056730663,1.082951892419389,1.4015451361921312,1.0672562133068642,0,0,0,0,0,0,0,5115756.6496875,100000002,100000003,100000003,100000000
PRAC-1,64,Mix18,0.5726299539562006,1.0436407117090922,1.3649989651260657,1.0287677621383589,0,0,0,0,0,0,0,5231867.886875,100000002,100000003,100000003,100000000
PRAC-1,32,Mix18,0.14368331409672427,0.2960977416010042,0.4632444192830672,0.29010696856056534,0,0,0,0,0,0,0,15478622.23825,100000002,100000003,100000003,100000000
PRAC-1,20,Mix18,0.14368331409672427,0.2960977416010042,0.4632444192830672,0.29010696856056534,0,0,0,0,0,0,0,15478622.23825,100000002,100000003,100000003,100000000
