,mitigation,tRH,trace,ipc_0,VRR,RFM,RRS_reswap,RRS_unswap,RRS_swap,AQUA_migrate,AQUA_r_migrate,total_energy,insn_0,aipc_0,soa_0,aos_0,weighted_speedup,harmonic_speedup,max_slowdown,min_insn,weighted_speedup_base,harmonic_speedup_base,max_slowdown_base,total_energy_base,norm_weighted_speedup,norm_harmonic_speedup,norm_max_slowdown,norm_energy
1989,PARA,64,tpch2,0.2655806133461035,293335,0,0,0,0,0,0,9109049.711687502,100000000,0.7802069486447969,0.3403976519401826,2.937740593392013,0.3403976519401826,0.3403976519401826,0.6596023480598174,100000000,1.0,1.0,0.0,3329225.0276875,0.3403976519401826,0.3403976519401826,inf,2.7360871181527497
1990,PARA,32,tpch2,0.1620647350632238,567985,0,0,0,0,0,0,14674063.0930625,100000000,0.7802069486447969,0.20772018929686137,4.8141685379020105,0.20772018929686137,0.20772018929686137,0.7922798107031386,100000000,1.0,1.0,0.0,3329225.0276875,0.20772018929686137,0.20772018929686137,inf,4.40765132156152
1991,PARA,20,tpch2,0.1139919839104236,852135,0,0,0,0,0,0,20678559.5325625,100000000,0.7802069486447969,0.1461048047680494,6.8444018770468436,0.1461048047680494,0.1461048047680494,0.8538951952319506,100000000,1.0,1.0,0.0,3329225.0276875,0.1461048047680494,0.1461048047680494,inf,6.211223140697688
1992,PRAC-4,1024,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042815.4391250014,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143412972998
1993,PRAC-4,512,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042813.3651250014,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143406743319973
1994,PRAC-4,256,tpch2,0.634788002516909,0,0,0,0,0,0,0,4043864.9502500007,100000000,0.7802069486447969,0.8136149051473106,1.2290826946182152,0.8136149051473106,0.8136149051473105,0.1863850948526894,100000000,1.0,1.0,0.0,3329225.0276875,0.8136149051473106,0.8136149051473105,inf,1.2146565391702866
1995,PRAC-4,128,tpch2,0.6345389849013352,0,0,0,0,0,0,0,4044805.314125,100000000,0.7802069486447969,0.813295736475452,1.2295650341580064,0.813295736475452,0.8132957364754518,0.18670426352454805,100000000,1.0,1.0,0.0,3329225.0276875,0.813295736475452,0.8132957364754518,inf,1.2149389964590487
1996,PRAC-4,64,tpch2,0.6211919844268661,0,0,0,0,0,0,0,4107616.8180625,100000000,0.7802069486447969,0.7961887362139796,1.2559836060419287,0.7961887362139796,0.7961887362139796,0.20381126378602044,100000000,1.0,1.0,0.0,3329225.0276875,0.7961887362139796,0.7961887362139796,inf,1.23380570069656
1997,PRAC-4,32,tpch2,0.408323788220352,0,0,0,0,0,0,0,5639994.140625,100000000,0.7802069486447969,0.523353180754929,1.9107555600550956,0.523353180754929,0.523353180754929,0.476646819245071,100000000,1.0,1.0,0.0,3329225.0276875,0.523353180754929,0.523353180754929,inf,1.6940861893443635
1998,PRAC-4,20,tpch2,0.1204243574684045,0,0,0,0,0,0,0,16362411.696250005,100000000,0.7802069486447969,0.15434925012854486,6.4788134647054125,0.15434925012854486,0.15434925012854486,0.8456507498714552,100000000,1.0,1.0,0.0,3329225.0276875,0.15434925012854486,0.15434925012854486,inf,4.914780935554673
1999,PRAC-2,1024,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042815.4391250014,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143412972998
2000,PRAC-2,512,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042867.196375,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143568436355292
2001,PRAC-2,256,tpch2,0.6349217475454115,0,0,0,0,0,0,0,4043577.8368125,100000000,0.7802069486447969,0.8137863276509615,1.2288237907443769,0.8137863276509615,0.8137863276509615,0.18621367234903852,100000000,1.0,1.0,0.0,3329225.0276875,0.8137863276509615,0.8137863276509615,inf,1.2145702988485563
2002,PRAC-2,128,tpch2,0.634854867987136,0,0,0,0,0,0,0,4043362.4638125,100000000,0.7802069486447969,0.813700607370731,1.2289532426812961,0.813700607370731,0.813700607370731,0.18629939262926898,100000000,1.0,1.0,0.0,3329225.0276875,0.813700607370731,0.813700607370731,inf,1.2145056072166571
2003,PRAC-2,64,tpch2,0.6266337124174864,0,0,0,0,0,0,0,4081589.6654375,100000000,0.7802069486447969,0.8031634600357457,1.2450765625660982,0.8031634600357457,0.8031634600357457,0.19683653996425432,100000000,1.0,1.0,0.0,3329225.0276875,0.8031634600357457,0.8031634600357457,inf,1.225987919558744
2004,PRAC-2,32,tpch2,0.4375117709807534,0,0,0,0,0,0,0,5336708.7585625,100000000,0.7802069486447969,0.5607637457481021,1.7832821889473667,0.5607637457481021,0.5607637457481021,0.43923625425189794,100000000,1.0,1.0,0.0,3329225.0276875,0.5607637457481021,0.5607637457481021,inf,1.602988297330388
2005,PRAC-2,20,tpch2,0.1402677654413026,0,0,0,0,0,0,0,14259682.65,100000000,0.7802069486447969,0.1797827687704458,5.562268324373411,0.1797827687704458,0.1797827687704458,0.8202172312295541,100000000,1.0,1.0,0.0,3329225.0276875,0.1797827687704458,0.1797827687704458,inf,4.28318378343589
2006,PRAC-1,1024,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042815.4391250014,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143412972998
2007,PRAC-1,512,tpch2,0.6349886411961886,0,0,0,0,0,0,0,4042797.143562501,100000000,0.7802069486447969,0.8138720659937092,1.2286943388074576,0.8138720659937092,0.8138720659937092,0.1861279340062908,100000000,1.0,1.0,0.0,3329225.0276875,0.8138720659937092,0.8138720659937092,inf,1.2143358018579633
2008,PRAC-1,256,tpch2,0.6349217475454115,0,0,0,0,0,0,0,4043178.23375,100000000,0.7802069486447969,0.8137863276509615,1.2288237907443769,0.8137863276509615,0.8137863276509615,0.18621367234903852,100000000,1.0,1.0,0.0,3329225.0276875,0.8137863276509615,0.8137863276509615,inf,1.2144502699952415
2009,PRAC-1,128,tpch2,0.634788002516909,0,0,0,0,0,0,0,4043737.7510625,100000000,0.7802069486447969,0.8136149051473106,1.2290826946182152,0.8136149051473106,0.8136149051473105,0.1863850948526894,100000000,1.0,1.0,0.0,3329225.0276875,0.8136149051473106,0.8136149051473105,inf,1.2146183323244162
2010,PRAC-1,64,tpch2,0.62683508321242,0,0,0,0,0,0,0,4080173.252,100000000,0.7802069486447969,0.8034215592429924,1.244676581671806,0.8034215592429924,0.8034215592429923,0.1965784407570076,100000000,1.0,1.0,0.0,3329225.0276875,0.8034215592429924,0.8034215592429923,inf,1.2255624711658835
2011,PRAC-1,32,tpch2,0.1765785641576211,0,0,0,0,0,0,0,11657010.6678125,100000000,0.7802069486447969,0.22632272689231284,4.418469208688054,0.22632272689231284,0.2263227268923128,0.7736772731076872,100000000,1.0,1.0,0.0,3329225.0276875,0.22632272689231284,0.2263227268923128,inf,3.501418669770583
2012,PRAC-1,20,tpch2,0.1765785641576211,0,0,0,0,0,0,0,11657010.6678125,100000000,0.7802069486447969,0.22632272689231284,4.418469208688054,0.22632272689231284,0.2263227268923128,0.7736772731076872,100000000,1.0,1.0,0.0,3329225.0276875,0.22632272689231284,0.2263227268923128,inf,3.501418669770583
2013,PRAC-RFM,1024,tpch2,0.6237856608593636,0,2296,0,0,0,0,0,4120867.0037500006,100000000,0.7802069486447969,0.7995130803985612,1.2507612752270358,0.7995130803985612,0.7995130803985612,0.20048691960143883,100000000,1.0,1.0,0.0,3329225.0276875,0.7995130803985612,0.7995130803985612,inf,1.2377856616716532
2014,PRAC-RFM,512,tpch2,0.6237856608593636,0,2296,0,0,0,0,0,4120867.0037500006,100000000,0.7802069486447969,0.7995130803985612,1.2507612752270358,0.7995130803985612,0.7995130803985612,0.20048691960143883,100000000,1.0,1.0,0.0,3329225.0276875,0.7995130803985612,0.7995130803985612,inf,1.2377856616716532
2015,PRAC-RFM,256,tpch2,0.6237856608593636,0,2296,0,0,0,0,0,4120867.0037500006,100000000,0.7802069486447969,0.7995130803985612,1.2507612752270358,0.7995130803985612,0.7995130803985612,0.20048691960143883,100000000,1.0,1.0,0.0,3329225.0276875,0.7995130803985612,0.7995130803985612,inf,1.2377856616716532
2016,PRAC-RFM,128,tpch2,0.6179599377561089,0,3426,0,0,0,0,0,4162496.8840624993,100000000,0.7802069486447969,0.7920461857325064,1.2625526364667385,0.7920461857325064,0.7920461857325064,0.2079538142674936,100000000,1.0,1.0,0.0,3329225.0276875,0.7920461857325064,0.7920461857325064,inf,1.2502900373045058
2017,PRAC-RFM,64,tpch2,0.5709052633526035,0,13469,0,0,0,0,0,4528852.486500001,100000000,0.7802069486447969,0.7317356815960867,1.3666136900947157,0.7317356815960867,0.7317356815960867,0.2682643184039133,100000000,1.0,1.0,0.0,3329225.0276875,0.7317356815960867,0.7317356815960867,inf,1.3603323442650461
2018,PRAC-RFM,32,tpch2,0.4212355489037033,0,61381,0,0,0,0,0,6248580.8205625,100000000,0.7802069486447969,0.5399023292927352,1.8521868600011164,0.5399023292927352,0.5399023292927352,0.4600976707072648,100000000,1.0,1.0,0.0,3329225.0276875,0.5399023292927352,0.5399023292927352,inf,1.8768874944157203
2019,RFM,1024,tpch2,0.7677209573848844,0,2064,0,0,0,0,0,3387332.415625001,100000000,0.7802069486447969,0.9839965649093483,1.0162637103231413,0.9839965649093483,0.9839965649093482,0.01600343509065172,100000000,1.0,1.0,0.0,3329225.0276875,0.9839965649093483,0.9839965649093482,inf,1.017453727955981
2020,RFM,512,tpch2,0.7609114608370094,0,3081,0,0,0,0,0,3419524.3184375,100000000,0.7802069486447969,0.9752687567813856,1.0253583876717565,0.9752687567813856,0.9752687567813857,0.024731243218614418,100000000,1.0,1.0,0.0,3329225.0276875,0.9752687567813856,0.9752687567813857,inf,1.0271232163638762
2021,RFM,256,tpch2,0.717130200983197,0,10646,0,0,0,0,0,3642888.3481875,100000000,0.7802069486447969,0.9191538248010187,1.087957176500335,0.9191538248010187,0.9191538248010187,0.0808461751989813,100000000,1.0,1.0,0.0,3329225.0276875,0.9191538248010187,0.9191538248010187,inf,1.0942151154972761
2022,RFM,128,tpch2,0.6267551494516457,0,28165,0,0,0,0,0,4197160.988062501,100000000,0.7802069486447969,0.8033191072449511,1.244835322577577,0.8033191072449511,0.8033191072449511,0.19668089275504885,100000000,1.0,1.0,0.0,3329225.0276875,0.8033191072449511,0.8033191072449511,inf,1.2607021012868795
2023,RFM,64,tpch2,0.4789060055110012,0,74650,0,0,0,0,0,5584795.934562501,100000000,0.7802069486447969,0.6138192005888321,1.6291442154965299,0.6138192005888321,0.6138192005888321,0.3861807994111679,100000000,1.0,1.0,0.0,3329225.0276875,0.6138192005888321,0.6138192005888321,inf,1.6775062929410132
2024,RFM,32,tpch2,0.3179830169340838,0,181107,0,0,0,0,0,8642648.751875,100000000,0.7802069486447969,0.4075624005738652,2.4536120078593053,0.4075624005738652,0.4075624005738652,0.5924375994261348,100000000,1.0,1.0,0.0,3329225.0276875,0.4075624005738652,0.4075624005738652,inf,2.595994166810117
2025,RFM,20,tpch2,0.2205617724224046,0,327991,0,0,0,0,0,12882656.3495625,100000000,0.7802069486447969,0.28269649841688255,3.537362526950494,0.28269649841688255,0.28269649841688255,0.7173035015831175,100000000,1.0,1.0,0.0,3329225.0276875,0.28269649841688255,0.28269649841688255,inf,3.869566112961391
2026,Dummy,0,tpch2,0.7802069486447969,0,0,0,0,0,0,0,3329225.0276875,100000000,0.7802069486447969,1.0,1.0,1.0,1.0,0.0,100000000,1.0,1.0,0.0,3329225.0276875,1.0,1.0,,1.0
2027,Chronus,1024,jp2_decode,0.7938237686025352,0,0,0,0,0,0,0,3438038.306153616,100000002,0.7938237686025352,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,3202606.348885373,1.0,1.0,,1.0735126117982567
2028,Chronus,512,jp2_decode,0.7938237686025352,0,0,0,0,0,0,0,3438038.306153616,100000002,0.7938237686025352,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,3202606.348885373,1.0,1.0,,1.0735126117982567
2029,Chronus,256,jp2_decode,0.7937192268612931,0,0,0,0,0,0,0,3438447.258639749,100000002,0.7938237686025352,0.9998683061085131,1.0001317112370522,0.9998683061085131,0.9998683061085131,0.00013169389148692812,100000002,1.0,1.0,0.0,3202606.348885373,0.9998683061085131,0.9998683061085131,inf,1.073640305445737
2030,Chronus,128,jp2_decode,0.7934538251658332,0,0,0,0,0,0,0,3438157.614317886,100000002,0.7938237686025352,0.9995339728396476,1.0004662444429262,0.9995339728396476,0.9995339728396476,0.000466027160352378,100000002,1.0,1.0,0.0,3202606.348885373,0.9995339728396476,0.9995339728396476,inf,1.073549865257244
2031,Chronus,64,jp2_decode,0.791779075209818,0,0,0,0,0,0,0,3443129.2547949776,100000002,0.7938237686025352,0.9974242477063685,1.0025824039264681,0.9974242477063685,0.9974242477063685,0.0025757522936314947,100000002,1.0,1.0,0.0,3202606.348885373,0.9974242477063685,0.9974242477063685,inf,1.0751022385231064
2032,Chronus,32,jp2_decode,0.7803356207831151,0,0,0,0,0,0,0,3476408.382000801,100000002,0.7938237686025352,0.9830086369885788,1.017285059736071,0.9830086369885788,0.9830086369885788,0.016991363011421234,100000002,1.0,1.0,0.0,3202606.348885373,0.9830086369885788,0.9830086369885788,inf,1.0854935022565984
2033,Chronus,20,jp2_decode,0.7181736694570849,0,0,0,0,0,0,0,3668307.405870602,100000002,0.7938237686025352,0.9047016452044181,1.1053367762739605,0.9047016452044181,0.9047016452044182,0.09529835479558191,100000002,1.0,1.0,0.0,3202606.348885373,0.9047016452044181,0.9047016452044182,inf,1.145413143625132
2034,Chronus+PB,1024,jp2_decode,0.7938237686025352,0,0,0,0,0,0,0,3438038.306153616,100000002,0.7938237686025352,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,3202606.348885373,1.0,1.0,,1.0735126117982567
2035,Chronus+PB,512,jp2_decode,0.7938237686025352,0,0,0,0,0,0,0,3438038.306153616,100000002,0.7938237686025352,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,3202606.348885373,1.0,1.0,,1.0735126117982567
2036,Chronus+PB,256,jp2_decode,0.7935102259621098,0,0,0,0,0,0,0,3438801.8736600317,100000002,0.7938237686025352,0.9996050223578247,1.000395133711157,0.9996050223578247,0.9996050223578247,0.0003949776421753315,100000002,1.0,1.0,0.0,3202606.348885373,0.9996050223578247,0.9996050223578247,inf,1.0737510324541957
2037,Chronus+PB,128,jp2_decode,0.7925150034380489,0,0,0,0,0,0,0,3441502.5809097295,100000002,0.7938237686025352,0.9983513152210216,1.001651407429271,0.9983513152210216,0.9983513152210215,0.0016486847789783932,100000002,1.0,1.0,0.0,3202606.348885373,0.9983513152210216,0.9983513152210215,inf,1.0745943166282366
2038,Chronus+PB,64,jp2_decode,0.7893689528172478,0,0,0,0,0,0,0,3450845.556290926,100000002,0.7938237686025352,0.9943881552033523,1.0056435153287804,0.9943881552033523,0.9943881552033522,0.005611844796647669,100000002,1.0,1.0,0.0,3202606.348885373,0.9943881552033523,0.9943881552033522,inf,1.0775116203375883
2039,Chronus+PB,32,jp2_decode,0.589896562170799,0,0,0,0,0,0,0,4222730.227848933,100000002,0.7938237686025352,0.7431077091698398,1.3456999404798888,0.7431077091698398,0.7431077091698398,0.2568922908301602,100000002,1.0,1.0,0.0,3202606.348885373,0.7431077091698398,0.7431077091698398,inf,1.3185292751694573
2040,Chronus+PB,20,jp2_decode,0.1837757692928437,0,0,0,0,0,0,0,11062858.09807149,100000002,0.7938237686025352,0.23150701271689886,4.319523578419035,0.23150701271689886,0.23150701271689889,0.7684929872831011,100000002,1.0,1.0,0.0,3202606.348885373,0.23150701271689886,0.23150701271689889,inf,3.454329659316943
2041,Graphene,1024,jp2_decode,0.7938237686025352,0,0,0,0,0,0,0,3202606.348885373,100000002,0.7938237686025352,1.0,1.0,1.0,1.0,0.0,100000002,1.0,1.0,0.0,3202606.348885373,1.0,1.0,,1.0
2042,Graphene,512,jp2_decode,0.7935102259621098,23,0,0,0,0,0,0,3203833.2214858355,100000002,0.7938237686025352,0.9996050223578247,1.000395133711157,0.9996050223578247,0.9996050223578247,0.0003949776421753315,100000002,1.0,1.0,0.0,3202606.348885373,0.9996050223578247,0.9996050223578247,inf,1.000383085670485
2043,Graphene,256,jp2_decode,0.7894353064371098,1654,0,0,0,0,0,0,3219512.655234747,100000002,0.7938237686025352,0.9944717425466474,1.00555898897559,0.9944717425466474,0.9944717425466474,0.005528257453352614,100000002,1.0,1.0,0.0,3202606.348885373,0.9944717425466474,0.9944717425466474,inf,1.005278921137235
2044,Graphene,128,jp2_decode,0.7735906881776756,5038,0,0,0,0,0,0,3279805.1695288974,100000002,0.7938237686025352,0.9745118737620084,1.0261547621165426,0.9745118737620084,0.9745118737620085,0.02548812623799157,100000002,1.0,1.0,0.0,3202606.348885373,0.9745118737620084,0.9745118737620085,inf,1.0241049983150106
2045,Graphene,64,jp2_decode,0.7259082033345493,13854,0,0,0,0,0,0,3476249.9842875004,100000002,0.7938237686025352,0.91444503433357,1.0935594403755287,0.91444503433357,0.91444503433357,0.08555496566642995,100000002,1.0,1.0,0.0,3202606.348885373,0.91444503433357,0.91444503433357,inf,1.085444043254759
2046,Graphene,32,jp2_decode,0.6634229002660651,29489,0,0,0,0,0,0,3780568.1151386388,100000002,0.7938237686025352,0.8357307081318178,1.1965576833180962,0.8357307081318178,0.8357307081318178,0.16426929186818218,100000002,1.0,1.0,0.0,3202606.348885373,0.8357307081318178,0.8357307081318178,inf,1.1804660652266608
2047,Graphene,20,jp2_decode,0.5957691892739075,49790,0,0,0,0,0,0,4177935.5871287887,100000002,0.7938237686025352,0.7505056069594801,1.332435082065936,0.7505056069594801,0.7505056069594801,0.2494943930405199,100000002,1.0,1.0,0.0,3202606.348885373,0.7505056069594801,0.7505056069594801,inf,1.3045423420779974
2048,Hydra,1024,jp2_decode,0.7934006049758832,0,0,0,0,0,0,0,3204178.082478939,100000002,0.7938237686025352,0.9994669300121902,1.0005333543029815,0.9994669300121902,0.9994669300121902,0.0005330699878097755,100000002,1.0,1.0,0.0,3202606.348885373,0.9994669300121902,0.9994669300121902,inf,1.0004907670260859
2049,Hydra,512,jp2_decode,0.7902545338679774,154,0,0,0,0,0,0,3215854.776932905,100000002,0.7938237686025352,0.9955037441863939,1.0045165634382227,0.9955037441863939,0.9955037441863939,0.0044962558136061315,100000002,1.0,1.0,0.0,3202606.348885373,0.9955037441863939,0.9955037441863939,inf,1.0041367644362982
2050,Hydra,256,jp2_decode,0.7818318695616754,1813,0,0,0,0,0,0,3248964.9593957006,100000002,0.7938237686025352,0.9848934996466903,1.01533820698251,0.9848934996466903,0.9848934996466904,0.015106500353309738,100000002,1.0,1.0,0.0,3202606.348885373,0.9848934996466903,0.9848934996466904,inf,1.014475275903472
2051,Hydra,128,jp2_decode,0.7627276745876748,5431,0,0,0,0,0,0,3323851.193960476,100000002,0.7938237686025352,0.9608274591354166,1.0407695892661437,0.9608274591354166,0.9608274591354166,0.03917254086458344,100000002,1.0,1.0,0.0,3202606.348885373,0.9608274591354166,0.9608274591354166,inf,1.0378581792037291
2052,Hydra,64,jp2_decode,0.7059608017955293,14119,0,0,0,0,0,0,3569984.2288503163,100000002,0.7938237686025352,0.8893167850571144,1.1244587044826522,0.8893167850571144,0.8893167850571143,0.11068321494288558,100000002,1.0,1.0,0.0,3202606.348885373,0.8893167850571144,0.8893167850571143,inf,1.1147121562700968
2053,Hydra,32,jp2_decode,0.641288602727394,30188,0,0,0,0,0,0,3903965.1391081973,100000002,0.7938237686025352,0.8078475703194583,1.2378572848892226,0.8078475703194583,0.8078475703194583,0.1921524296805417,100000002,1.0,1.0,0.0,3202606.348885373,0.8078475703194583,0.8078475703194583,inf,1.2189962529946659
2054,Hydra,20,jp2_decode,0.5808039534627357,50898,0,0,0,0,0,0,4282347.836415544,100000002,0.7938237686025352,0.7316535186206325,1.3667671576093479,0.7316535186206325,0.7316535186206325,0.26834648137936745,100000002,1.0,1.0,0.0,3202606.348885373,0.7316535186206325,0.7316535186206325,inf,1.3371446159488072
2055,PARA,1024,jp2_decode,0.7092822589969935,17136,0,0,0,0,0,0,3552215.381330693,100000002,0.7938237686025352,0.8935009092076313,1.1191930413219318,0.8935009092076313,0.8935009092076313,0.10649909079236874,100000002,1.0,1.0,0.0,3202606.348885373,0.8935009092076313,0.8935009092076313,inf,1.1091639103778699
2056,PARA,512,jp2_decode,0.6420812642559294,34072,0,0,0,0,0,0,3895083.0085358396,100000002,0.7938237686025352,0.8088461062160728,1.2363291265357998,0.8088461062160728,0.8088461062160728,0.19115389378392722,100000002,1.0,1.0,0.0,3202606.348885373,0.8088461062160728,0.8088461062160728,inf,1.2162228460864302
2057,PARA,256,jp2_decode,0.5390248019536673,68185,0,0,0,0,0,0,4588609.580227808,100000002,0.7938237686025352,0.6790232584022754,1.472703604222593,0.6790232584022754,0.6790232584022754,0.3209767415977246,100000002,1.0,1.0,0.0,3202606.348885373,0.6790232584022754,0.6790232584022754,inf,1.432773522673124
2058,PARA,128,jp2_decode,0.4097917742720083,135374,0,0,0,0,0,0,5944760.0836673,100000002,0.7938237686025352,0.5162251251224371,1.9371393435428435,0.5162251251224371,0.5162251251224371,0.4837748748775629,100000002,1.0,1.0,0.0,3202606.348885373,0.5162251251224371,0.5162251251224371,inf,1.8562256599960525
2059,PARA,64,jp2_decode,0.2796953302323121,263770,0,0,0,0,0,0,8576060.358603792,100000002,0.7938237686025352,0.35233932428691805,2.8381731219580724,0.35233932428691805,0.3523393242869181,0.647660675713082,100000002,1.0,1.0,0.0,3202606.348885373,0.35233932428691805,0.3523393242869181,inf,2.6778378059447054
2060,PARA,32,jp2_decode,0.176062747071599,494271,0,0,0,0,0,0,13448125.809849983,100000002,0.7938237686025352,0.22179072236844674,4.508754871805521,0.22179072236844674,0.22179072236844674,0.7782092776315532,100000002,1.0,1.0,0.0,3202606.348885373,0.22179072236844674,0.22179072236844674,inf,4.199119200063547
2061,PARA,20,jp2_decode,0.1287782403318942,720577,0,0,0,0,0,0,18275659.696111806,100000002,0.7938237686025352,0.16222522608336387,6.164269418161407,0.16222522608336387,0.16222522608336384,0.8377747739166361,100000002,1.0,1.0,0.0,3202606.348885373,0.16222522608336387,0.16222522608336384,inf,5.706495805353168
2062,PRAC-4,1024,jp2_decode,0.6657407544439043,0,0,0,0,0,0,0,3793182.204511356,100000002,0.7938237686025352,0.8386505680169907,1.19239172801674,0.8386505680169907,0.8386505680169907,0.16134943198300933,100000002,1.0,1.0,0.0,3202606.348885373,0.8386505680169907,0.8386505680169907,inf,1.1844047601515326
2063,PRAC-4,512,jp2_decode,0.6657407544439043,0,0,0,0,0,0,0,3793182.204511356,100000002,0.7938237686025352,0.8386505680169907,1.19239172801674,0.8386505680169907,0.8386505680169907,0.16134943198300933,100000002,1.0,1.0,0.0,3202606.348885373,0.8386505680169907,0.8386505680169907,inf,1.1844047601515326
2064,PRAC-4,256,jp2_decode,0.6654467342473506,0,0,0,0,0,0,0,3794239.0148652196,100000002,0.7938237686025352,0.8382801832941051,1.1929185729649492,0.8382801832941051,0.8382801832941051,0.16171981670589486,100000002,1.0,1.0,0.0,3202606.348885373,0.8382801832941051,0.8382801832941051,inf,1.1847347446200363
2065,PRAC-4,128,jp2_decode,0.6650365601181467,0,0,0,0,0,0,0,3795957.281955855,100000002,0.7938237686025352,0.8377634765067461,1.1936543285101633,0.8377634765067461,0.8377634765067461,0.1622365234932539,100000002,1.0,1.0,0.0,3202606.348885373,0.8377634765067461,0.8377634765067461,inf,1.1852712660976863
2066,PRAC-4,64,jp2_decode,0.6627393089464934,0,0,0,0,0,0,0,3805232.656645347,100000002,0.7938237686025352,0.8348695707527052,1.1977918887358847,0.8348695707527052,0.8348695707527051,0.16513042924729482,100000002,1.0,1.0,0.0,3202606.348885373,0.8348695707527052,0.8348695707527051,inf,1.1881674617830287
2067,PRAC-4,32,jp2_decode,0.4941992352810606,0,0,0,0,0,0,0,4749540.6856341865,100000002,0.7938237686025352,0.6225553514869676,1.6062828752680534,0.6225553514869676,0.6225553514869676,0.3774446485130324,100000002,1.0,1.0,0.0,3202606.348885373,0.6225553514869676,0.6225553514869676,inf,1.4830235652555939
2068,PRAC-4,20,jp2_decode,0.1382697554215756,0,0,0,0,0,0,0,14312613.257310238,100000002,0.7938237686025352,0.1741819291515908,5.741123691021349,0.1741819291515908,0.1741819291515908,0.8258180708484092,100000002,1.0,1.0,0.0,3202606.348885373,0.1741819291515908,0.1741819291515908,inf,4.469051671708439
2069,PRAC-2,1024,jp2_decode,0.6657407544439043,0,0,0,0,0,0,0,3793182.204511356,100000002,0.7938237686025352,0.8386505680169907,1.19239172801674,0.8386505680169907,0.8386505680169907,0.16134943198300933,100000002,1.0,1.0,0.0,3202606.348885373,0.8386505680169907,0.8386505680169907,inf,1.1844047601515326
2070,PRAC-2,512,jp2_decode,0.6657407544439043,0,0,0,0,0,0,0,3793182.204511356,100000002,0.7938237686025352,0.8386505680169907,1.19239172801674,0.8386505680169907,0.8386505680169907,0.16134943198300933,100000002,1.0,1.0,0.0,3202606.348885373,0.8386505680169907,0.8386505680169907,inf,1.1844047601515326
2071,PRAC-2,256,jp2_decode,0.6655202149465202,0,0,0,0,0,0,0,3793951.7139334665,100000002,0.7938237686025352,0.8383727488005513,1.192786861727897,0.8383727488005513,0.8383727488005512,0.16162725119944865,100000002,1.0,1.0,0.0,3202606.348885373,0.8383727488005513,0.8383727488005512,inf,1.1846450361449834
2072,PRAC-2,128,jp2_decode,0.6648747273647991,0,0,0,0,0,0,0,3796714.450878211,100000002,0.7938237686025352,0.8375596116695513,1.193944868003661,0.8375596116695513,0.8375596116695513,0.16244038833044872,100000002,1.0,1.0,0.0,3202606.348885373,0.8375596116695513,0.8375596116695513,inf,1.1855076888233889
2073,PRAC-2,64,jp2_decode,0.6624395340938312,0,0,0,0,0,0,0,3806742.7453026455,100000002,0.7938237686025352,0.8344919367430939,1.198333927470721,0.8344919367430939,0.8344919367430937,0.16550806325690615,100000002,1.0,1.0,0.0,3202606.348885373,0.8344919367430939,0.8344919367430937,inf,1.188638980444017
2074,PRAC-2,32,jp2_decode,0.4787950739169805,0,0,0,0,0,0,0,4866335.162673297,100000002,0.7938237686025352,0.6031503374607463,1.6579614366295221,0.6031503374607463,0.6031503374607463,0.3968496625392537,100000002,1.0,1.0,0.0,3202606.348885373,0.6031503374607463,0.6031503374607463,inf,1.5194921362617557
2075,PRAC-2,20,jp2_decode,0.151243992399687,0,0,0,0,0,0,0,13247050.253621494,100000002,0.7938237686025352,0.19052590559985402,5.248630084458006,0.19052590559985402,0.19052590559985402,0.809474094400146,100000002,1.0,1.0,0.0,3202606.348885373,0.19052590559985402,0.19052590559985402,inf,4.136334226100552
